id,receipt_number,store_id,customer_id,cashier_id,occurred_at,payment_method,item_count,subtotal,vat_amount,total
1104,0007-00000352,7,,30,2023-12-02T12:45:00,card,4,26.71,2.67,29.38
1105,0003-00002890,3,472,9,2023-12-02T12:58:00,card,3,5.95,0.52,6.47
1106,0005-00002085,5,732,8,2023-12-02T14:13:00,cash,1,2.47,0.52,2.99
1107,0008-00000386,8,,21,2023-12-02T17:49:00,card,2,5.43,0.54,5.97
1108,0007-00001259,7,,18,2023-12-03T11:24:00,card,1,3.26,0.69,3.95
1109,0006-00002959,6,,71,2023-12-03T12:22:00,card,9,50.02,5.78,55.80
1110,0007-00000565,7,,18,2023-12-03T14:53:00,card,3,28.74,5.23,33.97
1111,0006-00002334,6,,76,2023-12-04T10:11:00,card,1,3.18,0.32,3.50
1112,0006-00000872,6,,62,2023-12-04T11:36:00,card,1,4.09,0.16,4.25
1113,0003-00001637,3,97,9,2023-12-04T16:10:00,cash,7,63.11,9.62,72.73
1114,0005-00000585,5,,31,2023-12-04T18:22:00,card,1,6.35,0.64,6.99
1115,0006-00002997,6,,76,2023-12-04T19:32:00,cash,2,20.89,2.36,23.25
1116,0003-00002819,3,,9,2023-12-04T20:44:00,cash,3,29.19,3.01,32.20
1117,0004-00000534,4,133,69,2023-12-05T14:00:00,cash,3,25.43,2.89,28.32
1118,0008-00001726,8,598,103,2023-12-05T14:21:00,card,4,18.60,2.28,20.88
1119,0001-00000050,1,,72,2023-12-05T16:21:00,card,1,3.98,0.16,4.14
1120,0004-00000084,4,,69,2023-12-05T18:12:00,card,11,48.75,6.00,54.75
1121,0002-00001969,2,707,5,2023-12-06T09:15:00,card,1,3.30,0.69,3.99
1122,0007-00001915,7,,10,2023-12-06T20:09:00,mobile,1,3.18,0.32,3.50
1123,0001-00002459,1,,72,2023-12-06T20:54:00,card,1,3.30,0.69,3.99
1124,0005-00001086,5,,31,2023-12-07T12:58:00,card,3,22.25,4.67,26.92
1125,0003-00002044,3,709,9,2023-12-07T14:24:00,cash,1,3.36,0.34,3.70
1126,0005-00000086,5,,16,2023-12-07T15:06:00,card,5,22.76,3.59,26.35
1127,0004-00000741,4,,69,2023-12-07T17:02:00,cash,2,45.23,2.55,47.78
1128,0008-00000129,8,707,29,2023-12-07T20:54:00,card,3,21.71,3.25,24.96
1129,0006-00001879,6,,23,2023-12-08T10:57:00,card,4,18.36,2.78,21.14
1130,0002-00002602,2,840,98,2023-12-08T10:57:00,card,1,4.53,0.45,4.98
1131,0001-00002811,1,,72,2023-12-08T11:34:00,cash,1,14.86,3.12,17.98
1132,0003-00000275,3,,9,2023-12-08T11:41:00,card,7,39.54,7.50,47.04
1133,0007-00000081,7,595,18,2023-12-08T12:57:00,cash,5,35.75,2.36,38.11
1134,0003-00001459,3,135,9,2023-12-08T13:42:00,card,10,42.38,5.93,48.31
1135,0007-00000927,7,381,18,2023-12-08T20:22:00,cash,6,90.86,17.90,108.76
1136,0007-00001614,7,197,33,2023-12-08T20:54:00,card,5,42.27,3.04,45.31
1137,0001-00001995,1,758,72,2023-12-08T20:54:00,card,2,11.77,2.17,13.94
1138,0001-00000807,1,614,72,2023-12-09T11:09:00,card,5,94.24,18.72,112.96
1139,0008-00000375,8,,47,2023-12-09T12:18:00,card,1,2.69,0.56,3.25
1140,0006-00001971,6,,95,2023-12-09T15:11:00,card,4,14.82,2.13,16.95
1141,0008-00002217,8,,47,2023-12-09T15:38:00,card,4,38.37,8.05,46.42
1142,0002-00002793,2,,42,2023-12-09T17:55:00,card,6,26.99,2.77,29.76
1143,0001-00001394,1,417,72,2023-12-09T18:40:00,card,3,9.74,1.70,11.44
1144,0006-00001123,6,438,95,2023-12-10T09:07:00,card,3,35.99,2.78,38.77
1145,0001-00001017,1,,72,2023-12-10T19:44:00,card,3,7.56,1.03,8.59
1146,0002-00001682,2,599,85,2023-12-12T14:37:00,mobile,3,12.11,1.43,13.54
1147,0001-00001921,1,768,72,2023-12-12T17:50:00,card,12,100.25,13.70,113.95
1148,0008-00000487,8,241,103,2023-12-12T18:33:00,cash,2,20.45,4.29,24.74
1149,0001-00001759,1,,72,2023-12-12T20:16:00,mobile,2,13.09,0.81,13.90
1150,0004-00002917,4,,91,2023-12-12T20:27:00,voucher,3,15.58,1.84,17.42
1151,0002-00002269,2,,5,2023-12-13T12:56:00,mobile,2,8.11,0.33,8.44
1152,0008-00001962,8,471,103,2023-12-13T13:44:00,card,18,139.95,23.91,163.86
1153,0005-00001716,5,,8,2023-12-13T13:58:00,card,3,24.51,3.42,27.93
1154,0004-00001355,4,831,91,2023-12-13T17:57:00,card,1,7.44,1.56,9.00
1155,0001-00001568,1,,72,2023-12-14T16:00:00,card,3,13.63,2.36,15.99
1156,0003-00000261,3,149,9,2023-12-14T16:18:00,cash,1,8.65,1.82,10.47
1157,0006-00002784,6,,62,2023-12-14T19:51:00,card,5,23.71,2.64,26.35
1158,0007-00002941,7,,30,2023-12-15T11:21:00,card,7,35.34,6.25,41.59
1159,0006-00002585,6,534,23,2023-12-15T14:21:00,card,3,22.18,3.70,25.88
1160,0007-00000466,7,693,73,2023-12-15T14:37:00,card,1,9.71,2.04,11.75
1161,0006-00001191,6,654,62,2023-12-15T16:33:00,mobile,1,1.86,0.39,2.25
1162,0004-00001648,4,,91,2023-12-15T21:44:00,card,2,5.96,0.50,6.46
1163,0003-00002510,3,,9,2023-12-16T11:55:00,card,3,27.86,4.13,31.99
1164,0003-00000418,3,452,9,2023-12-16T18:48:00,card,1,3.42,0.34,3.76
1165,0001-00000919,1,,72,2023-12-16T19:15:00,mobile,3,15.76,1.72,17.48
1166,0003-00000096,3,227,9,2023-12-16T20:05:00,card,8,51.33,7.84,59.17
1167,0006-00000433,6,147,23,2023-12-17T20:28:00,card,2,16.74,3.12,19.86
1168,0003-00002451,3,,9,2023-12-18T20:09:00,cash,1,9.09,0.91,10.00
1169,0005-00000582,5,,16,2023-12-19T17:36:00,cash,1,3.10,0.65,3.75
1170,0001-00001293,1,,72,2023-12-20T10:39:00,cash,1,2.88,0.61,3.49
1171,0002-00002041,2,,77,2023-12-20T10:48:00,card,9,46.96,5.86,52.82
1172,0008-00002450,8,,47,2023-12-20T13:05:00,card,4,13.16,2.06,15.22
1173,0006-00001324,6,,71,2023-12-21T17:22:00,cash,1,13.61,1.36,14.97
1174,0006-00002342,6,,95,2023-12-22T10:50:00,card,2,21.45,4.51,25.96
1175,0001-00002211,1,,72,2023-12-22T13:15:00,card,1,5.91,0.59,6.50
1176,0005-00001250,5,,8,2023-12-22T13:22:00,card,4,55.58,6.72,62.30
1177,0003-00001240,3,,9,2023-12-22T19:06:00,card,5,26.84,3.10,29.94
1178,0002-00000796,2,,42,2023-12-22T21:31:00,card,3,23.13,4.85,27.98
1179,0008-00000571,8,,103,2023-12-23T11:35:00,card,2,9.70,1.24,10.94
1180,0003-00001353,3,,9,2023-12-24T15:19:00,card,2,37.97,7.98,45.95
1181,0003-00001054,3,,9,2023-12-24T19:30:00,card,15,134.03,10.95,144.98
1182,0001-00000794,1,768,72,2023-12-24T19:36:00,cash,9,45.98,7.73,53.71
1183,0004-00000890,4,,91,2023-12-24T19:58:00,card,1,3.12,0.12,3.24
1184,0002-00000266,2,,77,2023-12-25T19:43:00,card,1,6.20,1.30,7.50
1185,0001-00001389,1,280,72,2023-12-26T11:12:00,cash,3,6.80,0.69,7.49
1186,0001-00002257,1,,72,2023-12-26T13:31:00,mobile,2,5.94,0.80,6.74
1187,0007-00002165,7,199,73,2023-12-26T15:47:00,card,1,1.23,0.26,1.49
1188,0008-00001488,8,20,103,2023-12-27T10:06:00,cash,10,101.57,20.15,121.72
1189,0008-00002888,8,859,94,2023-12-27T11:22:00,card,2,22.28,4.68,26.96
1190,0008-00000798,8,381,21,2023-12-27T15:12:00,card,4,16.14,3.00,19.14
1191,0005-00002023,5,,31,2023-12-27T18:32:00,cash,1,8.18,1.72,9.90
1192,0002-00000928,2,,98,2023-12-27T20:17:00,voucher,2,8.63,1.81,10.44
1193,0004-00001022,4,,91,2023-12-28T11:10:00,voucher,1,4.95,1.04,5.99
1194,0004-00000064,4,,91,2023-12-28T16:36:00,card,2,7.27,0.57,7.84
1195,0002-00000030,2,,5,2023-12-29T19:57:00,voucher,1,1.90,0.08,1.98
1196,0003-00001874,3,,9,2023-12-30T11:07:00,card,1,8.25,1.73,9.98
1197,0004-00000207,4,311,91,2023-12-30T11:28:00,card,3,17.05,1.48,18.53
1198,0005-00000141,5,,16,2023-12-30T11:45:00,card,2,8.25,1.73,9.98
1199,0001-00002759,1,460,72,2023-12-30T15:24:00,card,1,19.00,3.99,22.99
1200,0001-00000934,1,850,72,2023-12-30T15:39:00,card,6,65.94,12.17,78.11
1201,0001-00002547,1,,72,2023-12-30T19:02:00,cash,1,7.25,0.73,7.98
1202,0007-00001387,7,,109,2023-12-30T20:46:00,card,1,4.22,0.89,5.11
1203,0006-00002436,6,,95,2023-12-31T09:49:00,cash,2,13.63,2.86,16.49
1204,0006-00002110,6,,71,2023-12-31T18:10:00,card,2,6.55,1.37,7.92
1205,0004-00002090,4,722,91,2024-01-01T11:14:00,cash,2,4.33,0.66,4.99
1206,0008-00000773,8,,28,2024-01-01T17:40:00,card,3,13.21,1.74,14.95
1207,0005-00002056,5,,89,2024-01-01T20:26:00,card,1,2.89,0.61,3.50
1208,0006-00001948,6,456,23,2024-01-02T13:28:00,cash,7,36.14,5.29,41.43
1209,0001-00000803,1,,72,2024-01-02T17:47:00,voucher,1,1.83,0.07,1.90
1210,0003-00000677,3,,9,2024-01-02T18:47:00,card,1,4.32,0.43,4.75
1211,0006-00000205,6,,95,2024-01-03T09:03:00,card,4,10.76,2.16,12.92
1212,0001-00001908,1,893,72,2024-01-03T11:32:00,card,7,55.83,6.88,62.71
1213,0006-00001621,6,347,23,2024-01-03T11:55:00,mobile,2,7.81,1.45,9.26
1214,0008-00000110,8,,94,2024-01-03T19:55:00,card,4,12.97,1.91,14.88
1215,0002-00000058,2,,98,2024-01-04T11:54:00,card,1,13.64,1.36,15.00
1216,0001-00001249,1,190,72,2024-01-04T13:21:00,cash,9,33.28,3.74,37.02
1217,0004-00001204,4,,91,2024-01-05T09:48:00,card,1,3.84,0.15,3.99
1218,0007-00001053,7,491,109,2024-01-05T11:04:00,card,1,4.96,1.04,6.00
1219,0002-00000359,2,112,5,2024-01-05T12:13:00,card,1,5.44,0.54,5.98
1220,0005-00002158,5,,31,2024-01-05T13:18:00,cash,1,6.60,1.39,7.99
1221,0003-00002182,3,234,9,2024-01-05T13:43:00,card,4,11.04,2.18,13.22
1222,0008-00002597,8,717,103,2024-01-05T14:55:00,mobile,2,7.01,1.47,8.48
1223,0004-00001181,4,,69,2024-01-06T10:51:00,card,1,3.30,0.69,3.99
1224,0008-00000272,8,,94,2024-01-06T12:14:00,cash,5,26.64,2.27,28.91
1225,0001-00002407,1,683,72,2024-01-06T14:08:00,cash,5,75.67,9.55,85.22
1226,0008-00002448,8,,84,2024-01-06T14:14:00,card,3,28.08,1.54,29.62
1227,0005-00001512,5,,89,2024-01-06T14:37:00,card,2,9.51,1.99,11.50
1228,0003-00002031,3,,9,2024-01-06T20:27:00,card,2,5.69,0.57,6.26
1229,0005-00001104,5,,16,2024-01-07T09:27:00,card,4,43.54,8.90,52.44
1230,0006-00002653,6,684,71,2024-01-07T18:22:00,card,4,65.23,5.90,71.13
1231,0005-00000209,5,288,16,2024-01-07T19:55:00,card,35,208.59,29.97,238.56
1232,0002-00001958,2,,98,2024-01-08T10:09:00,voucher,2,20.50,4.22,24.72
1233,0005-00000642,5,,31,2024-01-08T13:54:00,card,4,24.20,4.89,29.09
1234,0002-00000247,2,599,42,2024-01-08T14:51:00,card,2,8.80,1.60,10.40
1235,0002-00002121,2,309,85,2024-01-08T20:06:00,card,5,18.72,1.93,20.65
1236,0006-00000216,6,661,62,2024-01-10T18:16:00,mobile,1,10.57,0.42,10.99
1237,0004-00002329,4,,91,2024-01-11T09:48:00,card,2,32.65,6.85,39.50
1238,0005-00000596,5,199,89,2024-01-11T11:13:00,card,2,15.76,0.88,16.64
1239,0008-00002412,8,229,103,2024-01-12T10:48:00,card,1,5.79,1.21,7.00
1240,0002-00000991,2,42,77,2024-01-12T12:45:00,card,3,10.19,1.65,11.84
1241,0004-00001505,4,,69,2024-01-12T13:43:00,card,1,1.91,0.08,1.99
1242,0002-00000562,2,,85,2024-01-12T16:29:00,cash,1,2.68,0.27,2.95
1243,0003-00001061,3,375,9,2024-01-12T17:35:00,cash,1,1.59,0.16,1.75
1244,0001-00002622,1,875,72,2024-01-13T12:34:00,card,1,0.91,0.09,1.00
1245,0004-00000800,4,,69,2024-01-13T13:02:00,card,1,13.21,2.77,15.98
1246,0004-00000234,4,,91,2024-01-13T13:52:00,card,1,10.23,1.02,11.25
1247,0001-00001578,1,,72,2024-01-13T16:28:00,card,3,9.45,1.78,11.23
1248,0007-00001887,7,248,109,2024-01-13T16:32:00,card,1,10.89,1.09,11.98
1249,0002-00000579,2,248,85,2024-01-14T20:25:00,mobile,4,17.65,2.00,19.65
1250,0001-00000703,1,507,72,2024-01-15T11:05:00,mobile,18,104.61,18.50,123.11
1251,0006-00000496,6,,76,2024-01-15T11:07:00,cash,14,64.02,10.26,74.28
1252,0002-00002989,2,600,85,2024-01-15T11:54:00,cash,3,18.96,1.51,20.47
1253,0006-00002573,6,283,71,2024-01-15T12:30:00,card,7,32.44,5.12,37.56
1254,0004-00000705,4,,91,2024-01-16T13:36:00,card,1,2.47,0.52,2.99
1255,0005-00000700,5,,89,2024-01-16T15:34:00,cash,1,18.60,3.90,22.50
1256,0007-00001942,7,247,18,2024-01-16T20:26:00,card,1,2.69,0.56,3.25
1257,0002-00001180,2,,42,2024-01-17T15:25:00,card,1,3.30,0.69,3.99
1258,0006-00001555,6,,62,2024-01-18T17:05:00,cash,4,9.72,0.97,10.69
1259,0005-00000291,5,347,16,2024-01-18T18:48:00,card,2,6.57,0.42,6.99
1260,0003-00000946,3,,9,2024-01-19T10:15:00,card,5,40.24,6.73,46.97
1261,0003-00002003,3,7,9,2024-01-19T10:31:00,card,6,22.52,4.30,26.82
1262,0007-00001436,7,,109,2024-01-19T12:02:00,card,1,6.60,1.38,7.98
1263,0008-00002442,8,,47,2024-01-19T12:17:00,card,10,61.30,5.44,66.74
1264,0002-00000031,2,5,42,2024-01-19T16:51:00,card,3,12.17,2.56,14.73
1265,0006-00001507,6,,71,2024-01-19T21:28:00,card,1,2.47,0.52,2.99
1266,0002-00002087,2,,5,2024-01-19T21:31:00,cash,8,40.45,7.81,48.26
1267,0002-00001337,2,,42,2024-01-20T11:00:00,card,2,13.84,1.15,14.99
1268,0008-00000408,8,,47,2024-01-20T12:22:00,card,1,2.88,0.61,3.49
1269,0002-00000404,2,,85,2024-01-20T14:28:00,card,2,4.75,0.20,4.95
1270,0003-00002924,3,,9,2024-01-20T17:04:00,card,2,4.66,0.83,5.49
1271,0001-00001830,1,,72,2024-01-20T20:37:00,card,2,9.50,0.95,10.45
1272,0001-00000385,1,,72,2024-01-21T09:00:00,card,1,3.26,0.69,3.95
1273,0001-00002587,1,,72,2024-01-21T14:45:00,card,2,8.07,1.17,9.24
1274,0008-00000481,8,,29,2024-01-23T11:17:00,cash,1,5.77,1.21,6.98
1275,0008-00001087,8,,47,2024-01-23T15:44:00,card,3,27.91,1.98,29.89
1276,0002-00002525,2,,42,2024-01-23T16:40:00,cash,1,4.57,0.18,4.75
1277,0004-00002637,4,81,69,2024-01-23T18:22:00,card,1,7.22,1.52,8.74
1278,0005-00000761,5,476,16,2024-01-24T10:25:00,card,5,22.50,3.17,25.67
1279,0007-00000636,7,740,33,2024-01-24T14:55:00,card,3,17.75,3.72,21.47
1280,0005-00002159,5,,31,2024-01-24T18:21:00,cash,2,18.78,1.67,20.45
1281,0005-00002281,5,540,89,2024-01-24T21:42:00,card,8,112.28,18.18,130.46
1282,0002-00002968,2,,98,2024-01-25T10:52:00,card,1,8.25,1.73,9.98
1283,0001-00002704,1,149,72,2024-01-25T12:16:00,card,1,9.13,0.37,9.50
1284,0002-00001460,2,,98,2024-01-25T14:05:00,card,3,9.31,1.15,10.46
1285,0008-00001986,8,,65,2024-01-25T19:02:00,card,3,22.82,1.19,24.01
1286,0008-00000949,8,594,103,2024-01-26T11:20:00,card,1,8.26,1.73,9.99
1287,0001-00001443,1,517,72,2024-01-26T13:52:00,card,5,25.02,4.27,29.29
1288,0003-00000965,3,424,9,2024-01-26T18:47:00,cash,1,13.64,2.86,16.50
1289,0004-00002876,4,728,91,2024-01-27T09:35:00,card,1,5.78,1.21,6.99
1290,0001-00002252,1,,72,2024-01-27T18:29:00,card,3,14.53,2.44,16.97
1291,0003-00001425,3,,9,2024-01-27T18:46:00,mobile,2,17.86,2.11,19.97
1292,0006-00002492,6,597,71,2024-01-28T10:15:00,cash,2,4.54,0.45,4.99
1293,0007-00000289,7,,18,2024-01-28T11:47:00,card,1,10.57,0.42,10.99
1294,0001-00000419,1,,72,2024-01-28T19:51:00,cash,3,47.37,9.54,56.91
1295,0005-00002400,5,,16,2024-01-29T12:24:00,card,3,20.00,1.99,21.99
1296,0003-00000690,3,553,9,2024-01-29T12:44:00,card,1,7.44,1.56,9.00
1297,0002-00000530,2,244,98,2024-01-29T18:17:00,card,1,9.98,2.10,12.08
1298,0006-00002741,6,247,62,2024-01-31T11:13:00,mobile,4,21.28,2.90,24.18
1299,0004-00002685,4,846,69,2024-01-31T21:20:00,card,3,18.74,3.63,22.37
1300,0008-00000625,8,,65,2024-02-01T09:48:00,card,8,67.22,11.54,78.76
1301,0007-00000714,7,382,33,2024-02-01T10:09:00,mobile,2,11.11,1.38,12.49
1302,0007-00002646,7,,18,2024-02-01T11:36:00,cash,2,47.85,9.70,57.55
1303,0005-00001835,5,,99,2024-02-01T11:51:00,card,2,18.36,0.94,19.30
1304,0006-00002795,6,,76,2024-02-01T19:33:00,card,3,6.29,1.13,7.42
1305,0006-00000080,6,,95,2024-02-01T21:43:00,card,4,46.95,6.70,53.65
1306,0005-00002598,5,,99,2024-02-02T12:15:00,card,3,13.68,1.42,15.10
1307,0005-00002198,5,,89,2024-02-02T16:29:00,card,2,14.43,3.04,17.47
1308,0007-00001714,7,535,33,2024-02-03T10:10:00,card,2,5.77,1.21,6.98
1309,0006-00000880,6,,23,2024-02-03T11:06:00,card,1,4.95,1.04,5.99
1310,0002-00002865,2,,42,2024-02-03T13:18:00,cash,1,4.94,1.04,5.98
1311,0005-00000781,5,620,89,2024-02-03T19:22:00,cash,1,13.64,2.86,16.50
1312,0002-00001075,2,,42,2024-02-03T19:27:00,card,4,34.89,7.34,42.23
1313,0006-00001311,6,,23,2024-02-03T19:31:00,card,2,25.66,1.03,26.69
1314,0001-00000438,1,,72,2024-02-03T20:02:00,card,1,2.68,0.27,2.95
1315,0004-00001316,4,863,91,2024-02-04T11:19:00,card,3,18.15,3.81,21.96
1316,0006-00001913,6,128,95,2024-02-04T12:01:00,card,5,27.01,3.39,30.40
1317,0008-00000155,8,,61,2024-02-05T20:40:00,card,4,17.26,2.21,19.47
1318,0004-00001744,4,226,91,2024-02-05T21:47:00,cash,15,105.78,8.78,114.56
1319,0002-00001162,2,28,85,2024-02-06T17:15:00,card,1,2.07,0.43,2.50
1320,0002-00000757,2,,42,2024-02-06T18:31:00,card,2,21.45,4.51,25.96
1321,0003-00002068,3,,9,2024-02-07T11:42:00,card,1,3.30,0.69,3.99
1322,0005-00002133,5,,99,2024-02-07T13:08:00,card,4,33.97,4.92,38.89
1323,0005-00001364,5,518,31,2024-02-07T14:12:00,cash,3,23.90,4.39,28.29
1324,0006-00002523,6,,95,2024-02-07T18:44:00,card,1,2.84,0.11,2.95
1325,0005-00002229,5,,89,2024-02-08T10:46:00,card,1,2.26,0.23,2.49
1326,0004-00002815,4,365,69,2024-02-08T10:56:00,voucher,2,5.18,0.52,5.70
1327,0007-00000680,7,,73,2024-02-08T13:13:00,card,3,15.65,2.52,18.17
1328,0001-00002830,1,403,72,2024-02-08T14:21:00,cash,11,118.83,15.14,133.97
1329,0005-00002308,5,496,89,2024-02-09T13:10:00,card,1,1.87,0.08,1.95
1330,0002-00000104,2,,5,2024-02-09T18:52:00,card,4,17.35,2.58,19.93
1331,0007-00000484,7,467,55,2024-02-10T10:28:00,cash,1,4.95,1.04,5.99
1332,0007-00000797,7,49,10,2024-02-10T10:44:00,card,1,29.59,6.21,35.80
1333,0008-00001309,8,802,21,2024-02-10T11:37:00,card,2,9.89,2.08,11.97
1334,0001-00002283,1,898,72,2024-02-10T13:22:00,card,2,16.18,1.28,17.46
1335,0007-00002140,7,,18,2024-02-10T14:51:00,cash,1,8.65,0.35,9.00
1336,0005-00002101,5,,8,2024-02-10T17:09:00,cash,3,28.17,3.81,31.98
1337,0001-00000364,1,,72,2024-02-10T19:18:00,card,8,93.33,15.75,109.08
1338,0004-00000231,4,,91,2024-02-10T20:03:00,mobile,1,1.29,0.27,1.56
1339,0001-00001276,1,820,72,2024-02-11T12:11:00,cash,5,16.73,2.13,18.86
1340,0007-00002439,7,,33,2024-02-11T13:10:00,cash,3,24.81,4.02,28.83
1341,0001-00002592,1,77,72,2024-02-11T20:12:00,card,3,14.89,2.03,16.92
1342,0001-00001888,1,,72,2024-02-12T10:05:00,mobile,5,48.30,2.95,51.25
1343,0003-00002340,3,350,9,2024-02-12T12:28:00,cash,6,29.17,3.35,32.52
1344,0003-00000285,3,,9,2024-02-13T11:17:00,card,13,57.34,7.97,65.31
1345,0006-00000368,6,,23,2024-02-13T12:27:00,card,1,7.43,1.56,8.99
1346,0001-00002914,1,,72,2024-02-13T14:38:00,cash,3,24.92,3.96,28.88
1347,0005-00000491,5,,99,2024-02-13T16:55:00,mobile,1,7.42,1.56,8.98
1348,0005-00001031,5,660,89,2024-02-14T10:38:00,card,1,2.46,0.52,2.98
1349,0002-00002312,2,,77,2024-02-14T18:30:00,card,1,3.51,0.74,4.25
1350,0005-00001844,5,,89,2024-02-15T09:14:00,cash,1,13.45,0.54,13.99
1351,0003-00000533,3,,9,2024-02-15T10:53:00,card,4,33.06,6.07,39.13
1352,0008-00000442,8,,103,2024-02-16T12:48:00,card,6,23.30,4.09,27.39
1353,0008-00001482,8,,84,2024-02-16T14:44:00,card,3,13.80,1.09,14.89
1354,0008-00000859,8,,65,2024-02-16T19:17:00,cash,6,28.08,3.74,31.82
1355,0007-00002202,7,,18,2024-02-17T10:37:00,card,5,21.63,2.65,24.28
1356,0004-00002313,4,40,69,2024-02-17T10:59:00,voucher,1,3.30,0.69,3.99
1357,0008-00001671,8,,29,2024-02-17T12:26:00,card,2,5.19,0.79,5.98
1358,0008-00000270,8,,65,2024-02-17T13:25:00,cash,1,2.64,0.11,2.75
1359,0005-00000689,5,,31,2024-02-17T13:28:00,card,5,33.83,6.83,40.66
1360,0007-00001738,7,,109,2024-02-17T16:19:00,card,1,25.42,1.02,26.44
1361,0008-00001002,8,,29,2024-02-17T17:41:00,card,5,94.04,19.04,113.08
1362,0006-00002297,6,447,95,2024-02-17T19:33:00,cash,1,5.19,1.09,6.28
1363,0004-00002628,4,491,69,2024-02-18T11:36:00,card,1,6.60,1.38,7.98
1364,0001-00000853,1,251,72,2024-02-18T16:55:00,card,5,30.39,5.42,35.81
1365,0002-00000843,2,,5,2024-02-18T19:19:00,card,1,3.30,0.69,3.99
1366,0005-00001658,5,255,31,2024-02-18T19:25:00,cash,1,2.84,0.11,2.95
1367,0005-00001471,5,,16,2024-02-18T21:06:00,card,1,5.44,0.54,5.98
1368,0007-00000733,7,544,73,2024-02-19T17:50:00,cash,5,33.42,6.37,39.79
1369,0002-00001751,2,,98,2024-02-19T19:14:00,voucher,7,104.51,20.54,125.05
1370,0004-00001143,4,,69,2024-02-20T19:17:00,cash,1,2.72,0.27,2.99
1371,0004-00001931,4,,91,2024-02-21T11:11:00,card,1,6.60,1.38,7.98
1372,0005-00000008,5,90,99,2024-02-21T12:31:00,cash,3,25.11,4.29,29.40
1373,0006-00001072,6,,71,2024-02-21T13:40:00,card,1,5.97,1.25,7.22
1374,0008-00000097,8,,29,2024-02-21T15:49:00,card,3,17.03,2.27,19.30
1375,0004-00001841,4,200,69,2024-02-21T20:35:00,voucher,4,15.34,2.62,17.96
1376,0005-00001462,5,,89,2024-02-21T20:52:00,card,1,3.94,0.16,4.10
1377,0005-00002001,5,,16,2024-02-22T12:05:00,card,2,23.03,2.82,25.85
1378,0002-00000640,2,673,85,2024-02-22T13:09:00,mobile,1,1.81,0.18,1.99
1379,0007-00002852,7,,30,2024-02-22T15:22:00,card,4,12.77,2.42,15.19
1380,0008-00001624,8,24,65,2024-02-22T19:47:00,card,4,18.41,3.47,21.88
1381,0005-00001494,5,,16,2024-02-23T12:45:00,card,5,26.41,5.28,31.69
1382,0001-00002720,1,602,72,2024-02-23T13:40:00,cash,5,21.19,3.22,24.41
1383,0006-00001862,6,423,76,2024-02-23T13:58:00,card,1,2.06,0.43,2.49
1384,0001-00000233,1,,72,2024-02-23T18:53:00,cash,2,5.49,0.44,5.93
1385,0001-00002983,1,180,72,2024-02-24T10:33:00,mobile,8,66.27,7.94,74.21
1386,0008-00000061,8,,65,2024-02-24T11:23:00,cash,1,1.81,0.18,1.99
1387,0008-00000802,8,,94,2024-02-24T16:17:00,card,3,43.90,5.79,49.69
1388,0007-00001847,7,,109,2024-02-24T17:30:00,card,3,13.85,1.84,15.69
1389,0005-00002176,5,300,16,2024-02-24T17:31:00,mobile,3,9.06,1.43,10.49
1390,0002-00000509,2,284,85,2024-02-24T19:29:00,card,1,4.13,0.87,5.00
1391,0007-00000600,7,41,33,2024-02-26T17:07:00,card,6,73.34,15.42,88.76
1392,0004-00002545,4,,91,2024-02-26T19:50:00,cash,7,42.82,6.15,48.97
1393,0004-00001047,4,387,69,2024-02-26T19:56:00,card,1,2.28,0.48,2.76
1394,0007-00000215,7,,10,2024-02-27T10:13:00,card,3,18.14,3.81,21.95
1395,0008-00001438,8,103,94,2024-02-27T17:29:00,card,3,39.33,2.21,41.54
1396,0001-00000399,1,800,72,2024-02-27T20:43:00,card,11,69.46,7.93,77.39
1397,0001-00002984,1,253,72,2024-02-28T11:27:00,card,1,2.73,0.27,3.00
1398,0004-00001529,4,736,91,2024-02-28T11:45:00,card,2,7.67,1.31,8.98
1399,0005-00002275,5,790,89,2024-02-28T12:37:00,card,5,42.12,5.45,47.57
1400,0005-00002992,5,283,8,2024-02-28T17:10:00,card,2,17.35,3.64,20.99
1401,0008-00000478,8,424,29,2024-02-28T18:25:00,card,3,56.07,9.65,65.72
1402,0003-00002832,3,,9,2024-02-28T19:17:00,card,1,1.36,0.14,1.50
1403,0002-00002097,2,,98,2024-02-29T10:23:00,cash,1,9.88,2.08,11.96
1404,0003-00001144,3,,9,2024-02-29T12:56:00,cash,1,1.81,0.18,1.99
1405,0007-00001165,7,,109,2024-02-29T17:56:00,mobile,3,23.89,4.57,28.46
1406,0001-00001329,1,279,72,2024-02-29T18:09:00,card,4,18.11,2.06,20.17
1407,0002-00002427,2,87,42,2024-03-01T12:46:00,card,5,49.99,9.45,59.44
1408,0002-00000699,2,885,77,2024-03-01T18:10:00,cash,8,43.96,7.50,51.46
1409,0002-00001551,2,,98,2024-03-01T19:01:00,card,4,11.00,1.46,12.46
1410,0005-00000607,5,757,16,2024-03-01T20:38:00,cash,1,4.92,1.03,5.95
1411,0001-00001635,1,,72,2024-03-02T11:44:00,card,3,33.05,6.03,39.08
1412,0007-00001567,7,,10,2024-03-02T14:06:00,card,1,4.09,0.86,4.95
1413,0004-00002777,4,,91,2024-03-02T16:36:00,cash,2,5.99,0.96,6.95
1414,0002-00002763,2,203,98,2024-03-02T20:56:00,card,4,33.43,6.03,39.46
