id,vin,plate,model_id,year,colour,fuel_type,transmission,engine_cc,power_hp,mileage_km,registered_on
1243,ZZN74DN85RE675835,0049 XTY,46,2024,Azul,diesel,manual,2495,130,13101,2024-06-07
1244,ZZHKMSR04DP968726,8165 MKJ,1,2013,Negro,hybrid,automatic,2458,144,193067,2013-12-31
1245,ZZCZ2CWH9RW348011,1444 YLV,57,2024,Amarillo,diesel,manual,1221,156,9206,2024-07-26
1246,ZZMCDT3W1PP726330,6488 CLW,53,2023,Blanco,electric,automatic,0,140,20726,2023-07-19
1247,ZZF4MJFV6KY614760,3490 VRD,49,2019,Gris,diesel,manual,1688,113,71273,2019-02-03
1248,ZZAWE8RN0KN010736,5150 KHB,43,2019,Gris,diesel,automatic,947,76,30807,2019-10-16
1249,ZZDSZNB62PU986487,7745 RLL,62,2023,Rojo,diesel,automatic,1582,129,37253,2023-06-26
1250,ZZGGVH6F5SF898109,1116 FMV,16,2025,Plata,petrol,automatic,2442,278,1269,2025-05-30
1251,ZZBNMLS56PN526503,6814 VNB,40,2023,Blanco,diesel,automatic,2446,252,15187,2023-02-19
1252,ZZC29SFB5PW533169,6214 ZLN,41,2023,Gris,petrol,manual,1275,113,14963,2023-07-29
1253,ZZG4HRS39CK678993,0985 MLC,5,2012,Negro,diesel,manual,1094,84,103040,2012-08-25
1254,ZZCFBY4D3MJ171252,4027 SMD,69,2021,Plata,petrol,manual,2285,299,43568,2021-12-18
1255,ZZJ2MN8Y6FD019061,4804 NHG,28,2015,Plata,petrol,manual,1478,158,114714,2015-08-17
1256,ZZCPDGEPXNW688358,2636 RCZ,67,2022,Blanco,diesel,automatic,1273,116,27994,2022-11-16
1257,ZZJM9U548HM508621,9992 MXR,28,2017,Plata,electric,manual,0,122,105901,2017-07-10
1258,ZZCZP1JH4NH679431,4089 LWV,69,2022,Blanco,petrol,manual,1926,229,52851,2022-08-04
1259,ZZNEVVEM6DM626553,8340 VSG,29,2013,Gris,petrol,manual,1423,293,59088,2013-06-12
1260,ZZA6302GXKG302966,5882 JKV,13,2019,Azul,electric,manual,0,111,58089,2019-08-13
1261,ZZBUYUSC4BM182074,1176 YDX,8,2011,Negro,petrol,automatic,1704,225,167827,2011-09-13
1262,ZZM9TF2P6FL781368,2994 WMH,34,2015,Plata,diesel,manual,1534,134,259698,2015-11-16
1263,ZZGD052BXKY386241,4733 XBL,48,2019,Plata,diesel,manual,2449,227,83131,2019-11-07
1264,ZZBGAGAE2SJ851465,4234 CLT,61,2025,Plata,petrol,manual,2392,192,238,2025-06-04
1265,ZZDY3P1HXJP901119,7412 PKW,20,2018,Plata,diesel,manual,1290,128,84003,2018-02-09
1266,ZZH4NXMM9NZ224574,9436 CLV,7,2022,Gris,hybrid,manual,1146,95,35830,2022-04-14
1267,ZZH2WC410SN271028,9280 DPH,17,2025,Gris,petrol,manual,1034,92,2581,2025-04-04
1268,ZZG6HAL68RU533797,6131 SJL,35,2024,Blanco,diesel,manual,2115,164,7623,2024-08-03
1269,ZZCYE6HA3JJ650173,0842 JJR,12,2018,Negro,diesel,automatic,1485,109,14800,2018-02-04
1270,ZZCUDSPW0NL641058,4497 FTP,41,2022,Plata,diesel,manual,1489,98,12162,2022-11-30
1271,ZZND4TEE7SD409022,6889 WVX,9,2025,Gris,petrol,automatic,1557,258,4159,2025-04-22
1272,ZZBZTXZW4MR189439,9520 LPF,3,2021,Blanco,petrol,manual,1755,169,30971,2021-01-17
1273,ZZB3GHMEXLX092934,3525 VCZ,24,2020,Blanco,diesel,automatic,1294,122,82656,2020-03-26
1274,ZZBAXKW0XHM751707,1325 XBM,3,2017,Blanco,petrol,manual,1693,113,127255,2017-09-28
1275,ZZBE3CB74SP245673,6625 PYH,59,2025,Blanco,diesel,manual,1416,100,1543,2025-05-26
1276,ZZK1RWGU5LG967720,1541 VFT,26,2020,Azul,hybrid,manual,1863,221,81541,2020-11-03
1277,ZZNW9MF69LZ546829,5292 RWG,63,2020,Gris,petrol,manual,1329,129,69040,2020-03-19
1278,ZZA2AR486MZ526290,6252 VGZ,13,2021,Negro,electric,manual,0,168,50752,2021-01-31
1279,ZZK5DPN49ET104728,9536 CDK,26,2014,Gris,plug_in_hybrid,manual,2386,251,75773,2014-09-07
1280,ZZF5B5UZ7KR942139,4887 CLG,49,2019,Blanco,petrol,manual,1336,181,103660,2019-12-18
1281,ZZNJVG6E3PF279676,1988 KJT,46,2023,Blanco,hybrid,manual,1766,287,50334,2023-03-06
1282,ZZKGVD407PH623821,1959 LXK,51,2023,Negro,electric,manual,0,150,18470,2023-09-29
1283,ZZNJK1423KH682925,9506 XSB,18,2019,Blanco,petrol,manual,1364,189,82438,2019-04-06
1284,ZZNDCV4R7GB361544,8567 GBM,29,2016,Blanco,petrol,manual,1428,246,89448,2016-03-06
1285,ZZFP4ER73ST185933,0596 FKF,31,2025,Negro,petrol,manual,2130,325,8065,2025-01-08
1286,ZZFSPMSD2LZ301326,2845 VKM,31,2020,Negro,diesel,manual,2993,347,32162,2020-06-17
1287,ZZCLC6VE9ML443772,7217 BKK,36,2021,Negro,hybrid,manual,1445,150,47395,2021-04-25
1288,ZZH3KEED6KS832385,9321 RTX,32,2019,Blanco,diesel,automatic,2546,367,66366,2019-06-11
1289,ZZC445K08KC756653,5206 WNP,69,2019,Gris,lpg,manual,1760,265,14513,2019-09-09
1290,ZZAZRYSKXJZ650140,6927 BVP,43,2018,Gris,petrol,manual,951,92,141151,2018-06-21
1291,ZZG14UZW7EC224076,5145 VCZ,5,2014,Blanco,hybrid,manual,929,84,107756,2014-06-20
1292,ZZGXXH224CG879317,4213 DPY,5,2012,Gris,diesel,automatic,1073,87,255189,2012-03-10
1293,ZZME1N3H2SG969765,5345 NGJ,53,2025,Gris,diesel,automatic,1415,144,8487,2025-01-27
1294,ZZBDKXMJ6KV568567,9857 GZP,3,2019,Negro,petrol,manual,1778,166,59535,2019-09-15
1295,ZZHAX0GA1NC471578,2889 RFS,38,2022,Negro,petrol,automatic,2000,169,31067,2022-07-28
1296,ZZLYRDNK5NB943093,6885 JKY,22,2022,Blanco,petrol,manual,2379,247,34331,2022-05-25
1297,ZZARVNAE5JW361979,2531 XXL,55,2018,Azul,diesel,manual,1228,97,57410,2018-06-27
1298,ZZB68HK79HL841087,8640 HFP,40,2017,Blanco,petrol,automatic,2428,195,169038,2017-12-23
1299,ZZGSBG8T6PA055721,9165 RJB,64,2023,Blanco,diesel,manual,2272,225,37016,2023-03-03
1300,ZZCLJAD62LK399671,5578 JDT,66,2020,Gris,hybrid,manual,1826,256,98262,2020-12-04
1301,ZZMNJ2K76KP794234,8672 XMB,37,2019,Negro,hybrid,manual,1310,113,40793,2019-06-19
1302,ZZBVB89Z0GN150344,9848 FSP,3,2016,Gris,diesel,automatic,1565,160,150145,2016-11-18
1303,ZZCXP4X70FN084909,0131 TPC,6,2015,Gris,diesel,manual,1464,171,20396,2015-04-19
1304,ZZA6KP04XHL964132,4393 DFM,13,2017,Plata,diesel,automatic,1379,153,130894,2017-02-05
1305,ZZBHSJJ65JG815093,9947 WVS,19,2018,Blanco,diesel,manual,1688,154,96077,2018-09-10
1306,ZZF709X79GX638667,3758 MPP,49,2016,Plata,diesel,automatic,1894,157,70329,2016-01-14
1307,ZZN99ZSZ1PJ894719,3898 JBS,9,2023,Gris,plug_in_hybrid,manual,2253,300,24236,2023-04-10
1308,ZZFW37782GS870332,5586 VYW,49,2016,Plata,petrol,manual,1433,136,124955,2016-08-24
1309,ZZM5MX6FXMV032402,1852 LZD,56,2021,Negro,diesel,automatic,1695,212,21250,2021-07-21
1310,ZZD1U0J87MY463891,3479 FGX,20,2021,Negro,plug_in_hybrid,automatic,1319,125,48379,2021-03-07
1311,ZZBHGET1XNK927630,7359 FLY,59,2022,Negro,hybrid,manual,1090,119,57505,2022-11-15
1312,ZZN5JW777SK272706,2623 RJR,9,2025,Gris,diesel,manual,2263,264,1732,2025-06-09
1313,ZZG7RL621RF253911,8420 ZKH,30,2024,Azul,petrol,automatic,1166,106,11384,2024-03-21
1314,ZZBHH8V2XEF056094,1764 SBG,3,2014,Negro,hybrid,manual,1887,117,104779,2014-07-30
1315,ZZNZVHGC6MV002253,8643 DYF,39,2021,Gris,petrol,manual,1028,81,45390,2021-12-15
1316,ZZDKLT7W3SX985693,5590 VVY,62,2025,Rojo,diesel,manual,1652,154,2213,2025-06-19
1317,ZZBXNL6DXPE495165,5104 GDB,59,2023,Plata,petrol,manual,1026,119,23137,2023-02-25
1318,ZZCCAFBT8DS646490,7469 MXL,12,2013,Azul,diesel,automatic,1366,103,115639,2013-06-12
1319,ZZHJBA0A5FL870820,1488 SLN,32,2015,Rojo,diesel,manual,2374,387,152891,2015-05-27
1320,ZZB1W0G28GX532863,3997 CXG,19,2016,Negro,diesel,automatic,1602,165,94204,2016-01-06
1321,ZZFNP39D7DC495868,5197 CXG,44,2013,Azul,petrol,manual,1354,146,137822,2013-08-27
1322,ZZHX0SDK5RM934247,4360 XHN,38,2024,Negro,diesel,manual,1399,173,16174,2024-02-09
1323,ZZJLZE062JW390392,3760 SSH,28,2018,Gris,petrol,automatic,1577,142,79714,2018-02-12
1324,ZZGK742G8SX877504,9593 CRH,35,2025,Plata,diesel,manual,2242,204,4756,2025-03-08
1325,ZZNFJ4BH6GF207239,5092 HTJ,63,2016,Blanco,lpg,manual,1885,131,205637,2016-04-16
1326,ZZMPB1LF6SB515898,5486 WJP,53,2025,Gris,diesel,automatic,2317,264,697,2025-05-08
1327,ZZGW4MKP1MA732370,7889 KNF,64,2021,Blanco,petrol,automatic,1935,178,33945,2021-10-05
1328,ZZM4TZLJ8MJ988357,8760 WTJ,58,2021,Negro,petrol,manual,1045,114,96793,2021-11-19
1329,ZZBBUM5G3PK718937,1289 FLM,24,2023,Azul,plug_in_hybrid,manual,1075,106,17880,2023-12-11
1330,ZZGJUL2P9BG469043,6499 SPD,5,2011,Rojo,diesel,automatic,1037,69,168090,2011-12-31
1331,ZZB55ETC2NC849672,9791 NNB,24,2022,Plata,diesel,manual,1291,112,42147,2022-10-02
1332,ZZBT43Z23EP191334,2497 BXB,3,2014,Gris,diesel,manual,1670,149,141031,2014-01-16
1333,ZZNRTH5K2CT671162,2580 VDW,29,2012,Verde,hybrid,automatic,2119,206,196002,2012-11-23
1334,ZZBK8JMY6NV284599,4530 VGS,24,2022,Gris,hybrid,automatic,1041,115,47253,2022-06-04
1335,ZZBU3ASZ3DX267605,1642 BZW,8,2013,Blanco,diesel,automatic,2213,225,149795,2013-10-22
1336,ZZB798AW3JU706195,6635 LFD,19,2018,Blanco,diesel,manual,1762,167,60142,2018-01-08
1337,ZZHUFPC09NM334274,6945 NNY,17,2022,Verde,electric,manual,0,84,42378,2022-05-14
1338,ZZH3N0LK9CX057144,9589 KRJ,11,2012,Rojo,diesel,manual,1596,183,151106,2012-10-05
1339,ZZGB8HXH4NW141630,0789 XDM,35,2022,Negro,petrol,automatic,2187,169,32787,2022-10-19
1340,ZZG9VJNN3KD439262,0181 ZSK,48,2019,Blanco,plug_in_hybrid,manual,2316,144,76400,2019-08-15
1341,ZZDGPC5X6RW609947,6885 NYH,20,2024,Plata,petrol,manual,1177,125,9069,2024-07-23
1342,ZZG4G6XJ0GP532984,0732 WDY,64,2016,Negro,petrol,manual,2152,187,74910,2016-10-18
1343,ZZMVH1Y60MM341820,3049 WCS,53,2021,Blanco,diesel,manual,1704,159,105281,2021-02-23
1344,ZZF9U0BA5MB511838,2562 VJG,31,2021,Marrón,plug_in_hybrid,manual,2928,269,16447,2021-10-08
1345,ZZL9UW88XHM426895,3467 XLZ,22,2017,Blanco,diesel,automatic,1711,195,74079,2017-10-31
1346,ZZJUZ3BH8PB800460,0037 KNS,14,2023,Negro,diesel,manual,2759,207,30269,2023-12-03
1347,ZZJ1TN2X2MN349723,1012 DYZ,15,2021,Blanco,hybrid,manual,2472,300,61677,2021-01-16
1348,ZZMDE2NXXBZ117610,5525 KYW,58,2011,Blanco,plug_in_hybrid,manual,1288,99,171916,2011-06-25
1349,ZZNWN8G76MF756351,4648 HGL,29,2021,Plata,petrol,manual,1599,151,55986,2021-06-14
1350,ZZG2JR5J1SZ303725,9895 YNC,16,2025,Blanco,diesel,manual,1480,260,1569,2025-05-21
1351,ZZDHXHT24PD877249,3103 VCC,10,2023,Blanco,diesel,manual,1672,119,28408,2023-10-05
1352,ZZBTFD1X8PS115597,0288 VKF,61,2023,Plata,petrol,manual,1780,221,34320,2023-03-07
1353,ZZCJ07EY6SE491571,9768 SMR,12,2025,Blanco,diesel,manual,1315,111,2167,2025-05-12
1354,ZZHTNWRK0ET032993,2889 DNP,32,2014,Gris,diesel,manual,2001,396,204434,2014-09-25
1355,ZZM4ZMU13LD087796,1580 KRC,37,2020,Negro,petrol,manual,1200,180,31772,2020-11-15
1356,ZZHXL3074RD514378,0448 XFB,70,2024,Azul,petrol,manual,1543,231,19095,2024-02-27
1357,ZZH8SMPS8FG769696,1441 NYD,11,2015,Azul,petrol,manual,1540,174,170731,2015-05-21
1358,ZZCM77TM2CT875921,9056 MMH,12,2012,Verde,petrol,manual,1319,122,226761,2012-08-08
1359,ZZB3YX971MW013143,3397 LRS,61,2021,Gris,hybrid,manual,1831,277,76389,2021-05-05
1360,ZZB975HH6GH964930,0909 XHS,19,2016,Rojo,lpg,manual,1571,178,96814,2016-01-15
1361,ZZGV04851AW353574,3130 TJP,5,2010,Negro,petrol,automatic,1110,66,163097,2010-02-22
1362,ZZH9RYMT6SZ321119,6704 XHW,52,2025,Gris,electric,manual,0,228,2870,2025-04-03
1363,ZZBEU2RJ3HN183826,4183 PGG,19,2017,Blanco,diesel,manual,1611,139,15537,2017-12-05
1364,ZZHDN0FF7CR380308,7628 KDW,1,2012,Blanco,diesel,automatic,2107,199,259095,2012-12-05
1365,ZZBH1P8H5DS236412,1433 NYL,8,2013,Gris,diesel,manual,1932,214,234505,2013-08-12
1366,ZZLTEW7U9NS914891,3789 ZST,22,2022,Blanco,diesel,automatic,2285,157,55007,2022-06-10
1367,ZZNBRAEX2JF781403,2962 LDL,29,2018,Negro,diesel,automatic,1536,232,90748,2018-11-25
1368,ZZAMEEHB9LS633059,5335 MYL,55,2020,Negro,hybrid,manual,1403,103,109972,2020-02-18
1369,ZZHXTBS93EB752737,1119 ZPF,32,2014,Negro,petrol,manual,2671,252,204595,2014-09-22
1370,ZZAHEVRSXND761902,7301 JWN,13,2022,Azul,petrol,manual,1774,130,24308,2022-11-27
1371,ZZC7BWP46DV238245,2729 DBG,12,2013,Negro,diesel,manual,1149,98,139408,2013-03-05
1372,ZZNERD3Z1HU877161,5205 LRG,29,2017,Plata,hybrid,automatic,2352,184,165674,2017-06-28
1373,ZZGUDHHJ6SB732308,6858 WCL,48,2025,Gris,hybrid,automatic,1537,212,866,2025-06-29
1374,ZZB6ET144AE068817,6020 FPW,42,2010,Negro,petrol,manual,1122,104,235888,2010-01-18
1375,ZZG4GWAR5SZ429779,9824 TWG,30,2025,Plata,petrol,automatic,1003,119,1948,2025-05-04
1376,ZZDF1GUH7NY331251,1033 BYH,62,2022,Plata,petrol,manual,1710,137,22882,2022-09-07
1377,ZZJNA05X3EU609639,4478 WHR,15,2014,Blanco,petrol,manual,2213,174,106924,2014-05-31
1378,ZZLDX6JX3HJ343930,9432 DNV,4,2017,Negro,hybrid,automatic,2418,153,150989,2017-03-27
1379,ZZHW334B2SK482770,8242 YLV,25,2025,Negro,diesel,manual,1025,92,1085,2025-05-26
1380,ZZCM14GR7NS122450,7977 VBZ,41,2022,Gris,petrol,manual,1259,109,29539,2022-04-09
1381,ZZNG07689GH911894,7277 BCM,29,2016,Blanco,diesel,manual,2110,277,85422,2016-04-03
1382,ZZK8A0BW3PA563996,3574 NVM,51,2023,Negro,petrol,manual,1391,131,27334,2023-12-26
1383,ZZBUWXDD2MH077140,4927 WDM,3,2021,Blanco,diesel,automatic,1836,126,45944,2021-12-14
1384,ZZGAWMKJXEZ505679,9705 FBC,5,2014,Blanco,plug_in_hybrid,manual,1051,70,182424,2014-09-18
1385,ZZJE8TCY6RK574718,1803 RDV,23,2024,Gris,diesel,manual,1270,125,5789,2024-04-16
1386,ZZHG78KF9NL636157,6828 CCN,38,2022,Azul,petrol,manual,1733,183,15840,2022-01-30
1387,ZZHEVL9K4KP956218,9847 XLY,50,2019,Rojo,lpg,manual,1144,112,99273,2019-10-18
1388,ZZJU21PEXKX602191,2620 SJY,28,2019,Blanco,petrol,manual,1665,168,59138,2019-09-18
1389,ZZNJBNKVXND192773,0967 WRT,46,2022,Negro,petrol,automatic,1469,289,19317,2022-11-08
1390,ZZNP8G3T3HM701690,7565 LBL,21,2017,Gris,diesel,manual,1420,121,126226,2017-08-24
1391,ZZNJ013G0RW024374,9974 LWX,39,2024,Blanco,petrol,manual,1124,85,8308,2024-11-09
1392,ZZM4MME59DJ893175,5987 YVT,34,2013,Blanco,petrol,automatic,2415,292,145280,2013-11-21
1393,ZZAKV0M39LL961228,1911 WLZ,55,2020,Blanco,petrol,automatic,1058,91,104205,2020-04-25
1394,ZZM18N3RXRR421577,5471 SPX,53,2024,Gris,diesel,manual,1976,233,12304,2024-05-22
1395,ZZCC41JH0NA285769,8539 FFH,57,2022,Plata,diesel,manual,1744,117,34093,2022-01-10
1396,ZZA44V4K4MA605914,9711 FCD,55,2021,Gris,diesel,manual,1403,108,45117,2021-08-22
1397,ZZD9P9FB4PK977806,2517 HLY,62,2023,Negro,diesel,manual,1606,139,48827,2023-05-17
1398,ZZAJR8TB1KC403038,9016 WVN,43,2019,Blanco,diesel,manual,900,65,78231,2019-05-28
1399,ZZCP0HBZ1NY368003,2755 PBY,36,2022,Rojo,petrol,manual,1602,235,22333,2022-06-13
1400,ZZMW7L8N5JS602103,9034 RXY,58,2018,Negro,hybrid,manual,1157,101,117355,2018-01-07
1401,ZZHH6VDZ3MG640371,6995 DDK,25,2021,Rojo,petrol,manual,1152,65,73346,2021-10-13
1402,ZZNM5KUV4GP425824,1183 FZH,29,2016,Negro,hybrid,automatic,2387,291,126717,2016-05-20
1403,ZZKE0S645NF780119,7620 RBS,51,2022,Negro,diesel,manual,1802,143,36594,2022-06-26
1404,ZZNNPJ2MXFX925617,6574 TVP,29,2015,Gris,hybrid,automatic,2015,210,220386,2015-09-05
1405,ZZH1JG0V4SL281860,9847 RWV,7,2025,Gris,petrol,manual,1158,117,1451,2025-06-22
1406,ZZNEW6982NW090688,0351 HYZ,9,2022,Azul,electric,manual,0,156,30038,2022-09-12
1407,ZZJR4LPA5KW976545,5852 FXC,28,2019,Rojo,diesel,manual,1871,157,59802,2019-07-16
1408,ZZFTJ5G77CD424325,4040 CGX,44,2012,Gris,diesel,manual,1974,178,112922,2012-08-14
1409,ZZCYCLK10RA200408,7569 DWC,36,2024,Azul,petrol,manual,1975,269,4684,2024-11-04
1410,ZZN8ER49XNN116378,9580 VPJ,39,2022,Blanco,diesel,manual,1105,92,37822,2022-07-01
1411,ZZH43ZUJ9NJ349533,5297 GDL,50,2022,Gris,diesel,automatic,1347,123,62759,2022-04-30
1412,ZZGGJ7D07RS128418,6814 MLR,16,2024,Blanco,lpg,automatic,2309,245,24818,2024-06-27
1413,ZZGZFUFL9RF528313,7918 PWK,35,2024,Blanco,petrol,automatic,1734,176,10620,2024-12-06
1414,ZZBZZ0571JX309483,1297 KTS,19,2018,Plata,electric,manual,0,112,128096,2018-07-18
1415,ZZLPL6C61NU072454,3194 BFL,65,2022,Verde,petrol,automatic,1019,69,29150,2022-11-07
1416,ZZFA3L6K7MD917743,1295 NSJ,31,2021,Plata,petrol,manual,2924,383,8060,2021-06-19
1417,ZZH0EAWYXKN670859,3641 XSZ,32,2019,Azul,diesel,manual,2090,294,57044,2019-07-18
1418,ZZC6S9XX7SN794262,8749 XHY,57,2025,Blanco,lpg,automatic,1807,181,1901,2025-06-13
1419,ZZCW5N5W8FN688953,0960 DYP,6,2015,Blanco,diesel,automatic,1913,147,145268,2015-10-24
1420,ZZMRCM187MR017375,3207 KVX,37,2021,Azul,petrol,manual,1928,172,57914,2021-08-26
1421,ZZCCH2HD0ML034718,8845 ZMC,69,2021,Blanco,petrol,automatic,2304,210,20043,2021-07-27
1422,ZZMDP1C17RB606682,1913 KHR,53,2024,Negro,petrol,manual,1529,207,14697,2024-05-09
1423,ZZKDKYGS1MJ823470,7470 RKB,26,2021,Plata,diesel,automatic,1702,195,26762,2021-12-09
1424,ZZLCD0L90GH547722,0924 YLX,22,2016,Gris,petrol,manual,2312,233,159529,2016-03-07
1425,ZZH6UC7A5PC708169,3676 HYV,7,2023,Blanco,hybrid,manual,1327,127,14077,2023-02-02
1426,ZZBJXFEBXCA837295,1877 PYN,8,2012,Rojo,petrol,manual,1513,162,84111,2012-02-27
1427,ZZGDNULX3KS635679,6911 JSV,64,2019,Rojo,diesel,automatic,1652,231,64445,2019-07-02
1428,ZZHV9JA70NK900407,5191 NPD,17,2022,Gris,electric,manual,0,66,22101,2022-06-28
1429,ZZMNX7N23KE729977,2860 MTP,37,2019,Blanco,petrol,manual,1599,144,127074,2019-02-04
1430,ZZKC7HF90GB377287,7865 JFL,68,2016,Blanco,hybrid,manual,1493,115,158298,2016-12-20
1431,ZZFG3DFG0FM399022,4857 RDG,33,2015,Gris,petrol,automatic,2121,147,134035,2015-05-12
1432,ZZF488AS7JH652006,3996 XHZ,49,2018,Negro,diesel,manual,1830,190,93301,2018-09-06
1433,ZZHMCBC21SC115923,2349 DRG,17,2025,Amarillo,diesel,automatic,914,77,1394,2025-05-06
1434,ZZMDU8VMXKD042674,0495 RNN,56,2019,Gris,diesel,manual,1911,142,92770,2019-05-04
1435,ZZLB63AP6NL870854,5736 GZT,60,2022,Blanco,hybrid,manual,1044,116,26835,2022-08-17
1436,ZZHP175E2JW306450,7009 BWK,32,2018,Azul,hybrid,manual,2393,389,140834,2018-02-22
1437,ZZHFD2VP5HR016168,1136 JSZ,50,2017,Blanco,diesel,manual,1172,94,72906,2017-02-28
1438,ZZHB2DGW9RA208827,8691 WCT,25,2024,Marrón,plug_in_hybrid,manual,955,69,9233,2024-12-11
1439,ZZCESNKY4NM331137,6819 WDW,57,2022,Gris,hybrid,manual,1985,140,45970,2022-01-16
1440,ZZHTKD9J3PJ259999,5158 SPR,7,2023,Blanco,hybrid,manual,1368,104,29035,2023-08-19
1441,ZZK7KHXA7NC036145,0609 NTC,51,2022,Blanco,electric,manual,0,125,40886,2022-06-28
1442,ZZN6AWZU3HS804579,2506 TDX,21,2017,Negro,diesel,manual,1817,132,150428,2017-08-06
1443,ZZBWSW2X8JP501384,3513 LHG,19,2018,Gris,petrol,automatic,1519,178,101381,2018-12-21
1444,ZZHABRBB7NK254447,5515 TBY,17,2022,Blanco,diesel,manual,900,89,40370,2022-01-28
1445,ZZKED37Y9RV815302,4534 DRP,51,2024,Marrón,petrol,automatic,1825,156,26815,2024-02-12
1446,ZZNHVVRU1SZ687882,7940 HBN,39,2025,Azul,plug_in_hybrid,automatic,1010,82,2101,2025-05-05
1447,ZZMKKBAY8PM950292,6826 RSY,45,2023,Negro,petrol,automatic,1724,176,19482,2023-06-27
1448,ZZGNCY0Z4SX920773,7326 NDB,16,2025,Plata,plug_in_hybrid,automatic,1545,158,3497,2025-03-19
1449,ZZMJ5BA12SV691243,9447 RVX,53,2025,Blanco,electric,automatic,0,278,5058,2025-03-09
1450,ZZHMGFHC5RD271092,9030 KJG,7,2024,Blanco,diesel,manual,1476,106,9142,2024-12-20
1451,ZZAJF60L9LJ971089,2211 TDS,13,2020,Azul,petrol,manual,1812,124,79521,2020-03-03
1452,ZZHV3DUL4SF396508,4572 MKY,70,2025,Blanco,electric,manual,0,146,3056,2025-04-13
1453,ZZND77YG4HE222691,2698 FPV,21,2017,Gris,electric,manual,0,124,117425,2017-01-18
1454,ZZNJCESXXNH960484,9888 KGW,9,2022,Blanco,diesel,automatic,2134,279,47272,2022-01-01
1455,ZZKRC7Z9XPW666570,6298 RRW,51,2023,Negro,plug_in_hybrid,automatic,1689,128,44759,2023-02-01
1456,ZZBY1C681MK248133,5946 SMZ,40,2021,Negro,hybrid,manual,1444,177,92146,2021-07-20
1457,ZZG4TMSN1BA772437,0372 NJT,64,2011,Gris,diesel,manual,2017,237,186913,2011-05-09
1458,ZZL8833K8EA264750,4831 HNK,60,2014,Blanco,diesel,manual,1271,127,204844,2014-07-30
1459,ZZNDN8XZXJV778220,8237 PFC,18,2018,Marrón,petrol,manual,1317,155,100277,2018-11-05
1460,ZZGBC34L5GE534345,9346 GYT,64,2016,Azul,diesel,manual,1952,152,61744,2016-09-24
1461,ZZC5EZCM7LC241414,7976 KBV,57,2020,Blanco,petrol,automatic,1420,113,74085,2020-01-01
1462,ZZMCG70P3FH678978,4702 BXJ,34,2015,Blanco,diesel,manual,2456,217,22504,2015-07-09
1463,ZZNSK7VM5GA328363,2300 ZRT,29,2016,Plata,plug_in_hybrid,automatic,1538,286,158126,2016-04-08
1464,ZZCAEM2H2NH828602,1597 XDR,41,2022,Gris,diesel,manual,1169,118,36252,2022-05-14
1465,ZZGYNS1M2NB693351,4275 WRV,16,2022,Plata,plug_in_hybrid,manual,1910,222,43449,2022-09-26
1466,ZZD2KBGX0PS772257,1439 HJX,20,2023,Gris,lpg,automatic,1469,114,33544,2023-01-28
1467,ZZJZHURW9MN063640,8620 TBC,28,2021,Gris,petrol,manual,1892,163,45404,2021-05-09
1468,ZZBYFUBM7PS788987,7564 NZC,24,2023,Gris,petrol,manual,1132,92,26887,2023-04-17
1469,ZZD2PUWWXKR023083,5523 BZG,10,2019,Rojo,diesel,manual,1609,162,82878,2019-01-25
1470,ZZBHYA049NW066633,6761 LJN,40,2022,Negro,diesel,manual,2233,195,17602,2022-03-17
1471,ZZLX34C35JL068885,8069 FVJ,2,2018,Gris,hybrid,manual,1005,91,180093,2018-04-18
1472,ZZCSBF6R5NZ146366,3015 NFP,36,2022,Negro,diesel,manual,1691,235,58337,2022-07-02
1473,ZZC70YMB9DK706362,7741 BZP,12,2013,Blanco,petrol,automatic,1096,94,243758,2013-01-16
1474,ZZH3EK622SM207392,0839 LLX,38,2025,Gris,diesel,manual,1788,170,5078,2025-01-01
1475,ZZGHDMBR8MF950478,4211 SMJ,35,2021,Blanco,lpg,automatic,2127,254,51219,2021-02-09
1476,ZZC8RLJV3RX673719,2466 KHB,66,2024,Gris,diesel,manual,1737,272,11092,2024-07-30
1477,ZZHSR03D1LT866095,2351 KMS,50,2020,Gris,petrol,manual,1499,103,46627,2020-01-23
1478,ZZC6V9241DC905133,8019 ZDY,12,2013,Blanco,diesel,manual,1234,103,244492,2013-04-14
1479,ZZK13N1E7SN164964,2279 LGB,51,2025,Blanco,petrol,manual,1539,150,1323,2025-05-20
1480,ZZBEG4YS2CE145431,5809 NDK,42,2012,Blanco,petrol,manual,1051,108,193562,2012-09-22
1481,ZZHKNFFJXGP872525,6189 MRD,32,2016,Gris,diesel,automatic,2437,207,26073,2016-01-08
1482,ZZHLF92V6EX220865,3285 BZV,1,2014,Plata,diesel,manual,1680,241,180818,2014-07-21
1483,ZZMJT8F31RE021695,7723 SSM,45,2024,Blanco,lpg,manual,1729,124,7260,2024-11-13
1484,ZZBWKFWB0JX510403,7684 WYD,3,2018,Blanco,petrol,manual,1721,124,89632,2018-04-12
1485,ZZNS4VB96SS618323,7459 PGW,9,2025,Rojo,diesel,manual,1607,274,1625,2025-05-27
1486,ZZNBMV2E2CB121302,1451 JVW,63,2012,Blanco,hybrid,manual,1926,153,241322,2012-07-19
1487,ZZNLVY2K5PW241991,4100 WTH,39,2023,Gris,petrol,manual,945,87,15250,2023-10-19
1488,ZZAN4SE52ET615715,5529 VYT,55,2014,Rojo,electric,manual,0,114,153326,2014-03-08
